country,year,state,city,refugees
Ukraine,2003,Connecticut,Bridgeport,2
Ukraine,2003,Connecticut,Newington,1
Ukraine,2003,Connecticut,West Hartford,1
Ukraine,2003,Connecticut,Wethersfield,3
Ukraine,2003,Florida,Clearwater,6
Ukraine,2003,Florida,Dunedin,1
Ukraine,2003,Florida,Jacksonville,14
Ukraine,2003,Florida,Largo,15
Ukraine,2003,Florida,Miami,6
Ukraine,2003,Florida,North Miami Beach,3
Ukraine,2003,Florida,North Port,32
Ukraine,2003,Florida,Palm Coast,47
Ukraine,2003,Florida,Port Charlotte,11
Ukraine,2003,Florida,Tampa,8
Ukraine,2003,Georgia,Auburn,4
Ukraine,2003,Georgia,Canton,1
Ukraine,2003,Georgia,Douglasville,2
Ukraine,2003,Georgia,Flowery Branch,4
Ukraine,2003,Georgia,Norcross,7
Ukraine,2003,Georgia,Roswell,5
Ukraine,2003,Georgia,Statham,1
Ukraine,2003,Idaho,Boise,8
Ukraine,2003,Idaho,Meridian,4
Ukraine,2003,Illinois,Algonquin,3
Ukraine,2003,Illinois,Buffalo Grove,8
Ukraine,2003,Illinois,Chicago,21
Ukraine,2003,Illinois,Des Plaines,4
Ukraine,2003,Illinois,Elmhurst,2
Ukraine,2003,Illinois,Glendale Heights,7
Ukraine,2003,Illinois,Glenview,2
Ukraine,2003,Illinois,Itasca,10
Ukraine,2003,Illinois,Rockford,3
Ukraine,2003,Illinois,Rolling Meadows,1
Ukraine,2003,Illinois,Skokie,3
Ukraine,2003,Illinois,Urbana,2
Ukraine,2003,Illinois,Wheeling,14
Ukraine,2003,Illinois,Wilmette,4
Ukraine,2003,Indiana,Elkhart,3
Ukraine,2003,Indiana,Evansville,9
Ukraine,2003,Indiana,Goshen,10
Ukraine,2003,Indiana,Indianapolis,1
Ukraine,2003,Kansas,Olathe,2
Ukraine,2003,Kansas,Overland Park,3
Ukraine,2003,Kentucky,Louisville,1
Ukraine,2003,Maryland,Baltimore,7
Ukraine,2003,Maryland,Columbia,4
Ukraine,2003,Maryland,Lutherville-Timonium,2
Ukraine,2003,Maryland,Owings Mills,3
Ukraine,2003,Maryland,Rockville,4
Ukraine,2003,Massachusetts,Auburndale,4
Ukraine,2003,Massachusetts,Belmont,2
Ukraine,2003,Massachusetts,Brighton,3
Ukraine,2003,Massachusetts,Chestnut Hill,1
Ukraine,2003,Massachusetts,Chicago,1
Ukraine,2003,Massachusetts,Chicopee,9
Ukraine,2003,Massachusetts,Feeding Hills,11
Ukraine,2003,Massachusetts,Greenfield,6
Ukraine,2003,Massachusetts,Lynn,3
Ukraine,2003,Massachusetts,Medford,7
Ukraine,2003,Massachusetts,Newton,2
Ukraine,2003,Massachusetts,Russell,1
Ukraine,2003,Massachusetts,Sharon,6
Ukraine,2003,Massachusetts,Springfield,14
Ukraine,2003,Massachusetts,Waltham,1
Ukraine,2003,Massachusetts,West,6
Ukraine,2003,Massachusetts,West Springfield,36
Ukraine,2003,Massachusetts,Westfield,53
Ukraine,2003,Michigan,Ann Arbor,2
Ukraine,2003,Michigan,Oak Park,3
Ukraine,2003,Michigan,Royal Oak,5
Ukraine,2003,Michigan,Traverse City,42
Ukraine,2003,Michigan,Troy,3
Ukraine,2003,Minnesota,Anoka,4
Ukraine,2003,Minnesota,Barnesville,2
Ukraine,2003,Minnesota,Blaine,5
Ukraine,2003,Minnesota,Bloomington,1
Ukraine,2003,Minnesota,Brooklyn Center,8
Ukraine,2003,Minnesota,Chaska,5
Ukraine,2003,Minnesota,Minneapolis,7
Ukraine,2003,Minnesota,Saint Louis Park,3
Ukraine,2003,Minnesota,Saint Paul,7
Ukraine,2003,Missouri,Arnold,2
Ukraine,2003,Missouri,Ballwin,2
Ukraine,2003,Missouri,California,4
Ukraine,2003,Missouri,West Plains,6
Ukraine,2003,Montana,Kalispell,4
Ukraine,2003,Nebraska,Lincoln,18
Ukraine,2003,New Hampshire,Manchester,7
Ukraine,2003,New Jersey,Cherry Hill,4
Ukraine,2003,New Jersey,Clifton,6
Ukraine,2003,New Jersey,Closter,1
Ukraine,2003,New Jersey,Columbus,13
Ukraine,2003,New Jersey,Lakewood,2
Ukraine,2003,New Jersey,Landisville,2
Ukraine,2003,New Jersey,Manville,3
Ukraine,2003,New Jersey,Minotola,3
Ukraine,2003,New Jersey,Ocean Township,1
Ukraine,2003,New Jersey,Sayreville,3
Ukraine,2003,New Jersey,South River,9
Ukraine,2003,New Jersey,Teaneck,2
Ukraine,2003,New Jersey,Toms River,6
Ukraine,2003,New Jersey,Vineland,21
Ukraine,2003,New York,Amherst,6
Ukraine,2003,New York,Binghamton,26
Ukraine,2003,New York,Brockport,20
Ukraine,2003,New York,Bronx,11
Ukraine,2003,New York,Brooklyn,201
Ukraine,2003,New York,Buffalo,1
Ukraine,2003,New York,Cohoes,1
Ukraine,2003,New York,Cortland,5
Ukraine,2003,New York,Dewitt,2
Ukraine,2003,New York,East Meadow,2
Ukraine,2003,New York,Far Rockaway,13
Ukraine,2003,New York,Flushing,5
Ukraine,2003,New York,Hilton,17
Ukraine,2003,New York,Jackson Heights,3
Ukraine,2003,New York,Kew Gardens,6
Ukraine,2003,New York,Middle Village,7
Ukraine,2003,New York,Minoa,2
Ukraine,2003,New York,Monsey,8
Ukraine,2003,New York,New York,4
Ukraine,2003,New York,North Tonawanda,13
Ukraine,2003,New York,Rego Park,1
Ukraine,2003,New York,Rochester,33
Ukraine,2003,New York,Schenectady,2
Ukraine,2003,New York,Solvay,2
Ukraine,2003,New York,Syracuse,9
Ukraine,2003,New York,Utica,46
Ukraine,2003,New York,Walworth,14
Ukraine,2003,New York,Webster,22
Ukraine,2003,North Carolina,Asheville,19
Ukraine,2003,North Carolina,Charlotte,44
Ukraine,2003,North Carolina,Hendersonville,4
Ukraine,2003,North Carolina,Matthews,7
Ukraine,2003,North Carolina,Raleigh,12
Ukraine,2003,Ohio,Cincinnati,3
Ukraine,2003,Ohio,Cleveland,52
Ukraine,2003,Ohio,Columbus,1
Ukraine,2003,Ohio,Galloway,3
Ukraine,2003,Ohio,Hilliard,1
Ukraine,2003,Ohio,Medina,4
Ukraine,2003,Ohio,Middleburg Heights,1
Ukraine,2003,Ohio,North Canton,4
Ukraine,2003,Ohio,North Royalton,2
Ukraine,2003,Ohio,Parma,33
Ukraine,2003,Ohio,Parma Heights,5
Ukraine,2003,Ohio,Spring Valley,1
Ukraine,2003,Ohio,Strongsville,3
Ukraine,2003,Ohio,Toledo,2
Ukraine,2003,Ohio,Union,4
Ukraine,2003,Ohio,West Jefferson,5
Ukraine,2003,Oklahoma,Broken Arrow,5
Ukraine,2003,Oklahoma,Tulsa,6
Ukraine,2003,Oregon,Aloha,10
Ukraine,2003,Oregon,Beaverton,2
Ukraine,2003,Oregon,Durham,4
Ukraine,2003,Oregon,Gladstone,5
Ukraine,2003,Oregon,Gresham,20
Ukraine,2003,Oregon,Jefferson,1
Ukraine,2003,Oregon,Keizer,1
Ukraine,2003,Oregon,Lebanon,23
Ukraine,2003,Oregon,Milwaukie,26
Ukraine,2003,Oregon,Portland,379
Ukraine,2003,Oregon,Salem,55
Ukraine,2003,Oregon,Woodburn,12
Ukraine,2003,Pennsylvania,Akron,5
Ukraine,2003,Pennsylvania,Bensalem,15
Ukraine,2003,Pennsylvania,Bethlehem,6
Ukraine,2003,Pennsylvania,Camp Hill,7
Ukraine,2003,Pennsylvania,Elkins Park,2
Ukraine,2003,Pennsylvania,Erie,40
Ukraine,2003,Pennsylvania,Fairless Hills,1
Ukraine,2003,Pennsylvania,Feasterville,4
Ukraine,2003,Pennsylvania,Harrisburg,14
Ukraine,2003,Pennsylvania,Hazleton,4
Ukraine,2003,Pennsylvania,Lake City,2
Ukraine,2003,Pennsylvania,Lititz,8
Ukraine,2003,Pennsylvania,Marysville,1
Ukraine,2003,Pennsylvania,New Holland,22
Ukraine,2003,Pennsylvania,Philadelphia,105
Ukraine,2003,Pennsylvania,Pittsburgh,5
Ukraine,2003,Pennsylvania,Reamstown,4
Ukraine,2003,Pennsylvania,Richboro,1
Ukraine,2003,Pennsylvania,Ridley Park,2
Ukraine,2003,Pennsylvania,Southampton,1
Ukraine,2003,Pennsylvania,State College,1
Ukraine,2003,Pennsylvania,Steelton,2
Ukraine,2003,Pennsylvania,Strafford,2
Ukraine,2003,Pennsylvania,Trevose,2
Ukraine,2003,Pennsylvania,Warminster,7
Ukraine,2003,Pennsylvania,Wilkes-Barre,16
Ukraine,2003,Pennsylvania,Woodlyn,14
Ukraine,2003,Rhode Island,Pawtucket,6
Ukraine,2003,South Carolina,Inman,6
Ukraine,2003,South Carolina,Pacolet,3
Ukraine,2003,South Carolina,Spartanburg,47
Ukraine,2003,South Dakota,Sioux,4
Ukraine,2003,South Dakota,Sioux Falls,11
Ukraine,2003,Tennessee,Franklin,27
Ukraine,2003,Texas,Houston,2
Ukraine,2003,Texas,Keene,9
Ukraine,2003,Utah,Salt Lake City,3
Ukraine,2003,Virginia,Bridgewater,8
Ukraine,2003,Virginia,Harrisonburg,9
Ukraine,2003,Washington,Arlington,27
Ukraine,2003,Washington,Auburn,85
Ukraine,2003,Washington,Battle Ground,22
Ukraine,2003,Washington,Bellevue,1
Ukraine,2003,Washington,Bellingham,45
Ukraine,2003,Washington,Blaine,3
Ukraine,2003,Washington,Bothell,5
Ukraine,2003,Washington,Burien,1
Ukraine,2003,Washington,Covington,6
Ukraine,2003,Washington,East Wenatchee,3
Ukraine,2003,Washington,Edmonds,21
Ukraine,2003,Washington,Everett,146
Ukraine,2003,Washington,Federal Way,108
Ukraine,2003,Washington,Ferndale,16
Ukraine,2003,Washington,Gig Harbor,9
Ukraine,2003,Washington,Kelso,4
Ukraine,2003,Washington,Kenmore,2
Ukraine,2003,Washington,Kennewick,44
Ukraine,2003,Washington,Kent,240
Ukraine,2003,Washington,Kirkland,7
Ukraine,2003,Washington,Longview,2
Ukraine,2003,Washington,Lynnwood,42
Ukraine,2003,Washington,Maple Falls,18
Ukraine,2003,Washington,Marysville,9
Ukraine,2003,Washington,Mill Creek,4
Ukraine,2003,Washington,Milton,7
Ukraine,2003,Washington,Moses Lake,5
Ukraine,2003,Washington,Mount Vernon,72
Ukraine,2003,Washington,Pacific,2
Ukraine,2003,Washington,Pasco,9
Ukraine,2003,Washington,Renton,117
Ukraine,2003,Washington,Richland,38
Ukraine,2003,Washington,Seatac,1
Ukraine,2003,Washington,Seattle,28
Ukraine,2003,Washington,Shoreline,8
Ukraine,2003,Washington,Soap Lake,13
Ukraine,2003,Washington,Spanaway,7
Ukraine,2003,Washington,Spokane,96
Ukraine,2003,Washington,Tacoma,113
Ukraine,2003,Washington,University Place,13
Ukraine,2003,Washington,Vancouver,232
Ukraine,2003,Washington,Woodinville,9
Ukraine,2003,Wisconsin,Madison,2
Ukraine,2003,Wisconsin,Maple Falls,1
Ukraine,2003,Wisconsin,Milwaukee,8
Ukraine,2003,Wisconsin,Whitefish Bay,2
Ukraine,2003,Wyoming,Casper,1
Uzbekistan,2003,California,Antelope,8
Uzbekistan,2003,California,Citrus Heights,2
Uzbekistan,2003,California,El Cajon,2
Uzbekistan,2003,California,Elverta,5
Uzbekistan,2003,California,Los Angeles,1
Uzbekistan,2003,California,North Highlands,4
Uzbekistan,2003,California,North Hollywood,2
Uzbekistan,2003,California,Rancho Cordova,4
Uzbekistan,2003,California,Sacramento,5
Uzbekistan,2003,California,San Francisco,1
Uzbekistan,2003,California,Van Nuys,3
Uzbekistan,2003,California,West Sacramento,4
Uzbekistan,2003,Colorado,Denver,6
Uzbekistan,2003,Idaho,Boise,14
Uzbekistan,2003,Illinois,Skokie,1
Uzbekistan,2003,Massachusetts,Quincy,1
Uzbekistan,2003,Massachusetts,Watertown,2
Uzbekistan,2003,Nevada,Forest Hills,1
Uzbekistan,2003,New York,Arverne,2
Uzbekistan,2003,New York,Brooklyn,34
Uzbekistan,2003,New York,Corona,15
Uzbekistan,2003,New York,Forest Hills,8
Uzbekistan,2003,New York,Huntington,1
Uzbekistan,2003,New York,Jamaica,3
Uzbekistan,2003,New York,Kew Gardens,4
Uzbekistan,2003,New York,New York,2
Uzbekistan,2003,New York,Queens,1
Uzbekistan,2003,New York,Rego Park,2
Uzbekistan,2003,New York,Richmond Hill,4
Uzbekistan,2003,North Carolina,Charlotte,2
Uzbekistan,2003,North Carolina,Greensboro,2
Uzbekistan,2003,Ohio,North Royalton,6
Uzbekistan,2003,Oregon,Milwaukie,7
Uzbekistan,2003,Oregon,Portland,20
Uzbekistan,2003,Oregon,Salem,10
Uzbekistan,2003,Pennsylvania,Philadelphia,2
Uzbekistan,2003,Texas,Dallas,1
Uzbekistan,2003,Washington,Kent,2
Uzbekistan,2003,Washington,Seattle,2
Uzbekistan,2003,Washington,Spokane,5
Uzbekistan,2003,Wisconsin,Milwaukee,6
Uzbekistan,2003,Wisconsin,Thiensville,1
Vietnam,2003,Alabama,Mobile,4
Vietnam,2003,Arizona,Chandler,2
Vietnam,2003,Arizona,Phoenix,40
Vietnam,2003,Arizona,Tucson,1
Vietnam,2003,California,Anaheim,12
Vietnam,2003,California,Buena Park,4
Vietnam,2003,California,Canoga Park,1
Vietnam,2003,California,Castro Valley,2
Vietnam,2003,California,El Monte,1
Vietnam,2003,California,Elk Grove,5
Vietnam,2003,California,Garden Grove,36
Vietnam,2003,California,Lancaster,1
Vietnam,2003,California,Loma Linda,4
Vietnam,2003,California,Midway City,7
Vietnam,2003,California,Milpitas,2
Vietnam,2003,California,Monterey Park,4
Vietnam,2003,California,Northridge,8
Vietnam,2003,California,Oakland,17
Vietnam,2003,California,Riverside,1
Vietnam,2003,California,Rosemead,4
Vietnam,2003,California,Sacramento,6
Vietnam,2003,California,San Bernardino,2
Vietnam,2003,California,San Diego,29
Vietnam,2003,California,San Gabriel,7
Vietnam,2003,California,San Jose,93
Vietnam,2003,California,Santa Ana,21
Vietnam,2003,California,Santa Clara,3
Vietnam,2003,California,Signal Hill,3
Vietnam,2003,California,Stanton,5
Vietnam,2003,California,Sunnyvale,3
Vietnam,2003,California,Upland,8
Vietnam,2003,California,Westminster,39
Vietnam,2003,California,Winnetka,4
Vietnam,2003,Colorado,Denver,8
Vietnam,2003,Colorado,Englewood,5
Vietnam,2003,Connecticut,Hartford,5
Vietnam,2003,Connecticut,Rockville,3
Vietnam,2003,District of Columbia,Washington,3
Vietnam,2003,Florida,Boca Raton,2
Vietnam,2003,Florida,Jacksonville,2
Vietnam,2003,Florida,Orlando,6
Vietnam,2003,Florida,Pinellas Park,2
Vietnam,2003,Florida,Saint Petersburg,1
Vietnam,2003,Florida,Sarasota,8
Vietnam,2003,Florida,Tampa,10
Vietnam,2003,Georgia,Atlanta,2
Vietnam,2003,Georgia,Chamblee,18
Vietnam,2003,Georgia,Clarkston,19
Vietnam,2003,Georgia,Columbus,5
Vietnam,2003,Georgia,Decatur,6
Vietnam,2003,Georgia,Doraville,2
Vietnam,2003,Georgia,Ellenwood,2
Vietnam,2003,Georgia,Forest Park,16
Vietnam,2003,Georgia,Gainesville,4
Vietnam,2003,Georgia,Lawrenceville,3
Vietnam,2003,Georgia,Norcross,11
Vietnam,2003,Georgia,Riverdale,13
Vietnam,2003,Hawaii,Honolulu,13
Vietnam,2003,Idaho,Boise,3
Vietnam,2003,Illinois,Streator,4
Vietnam,2003,Illinois,Wheaton,2
Vietnam,2003,Indiana,Fort Wayne,3
Vietnam,2003,Indiana,Indianapolis,1
Vietnam,2003,Iowa,Davenport,14
Vietnam,2003,Iowa,Des Moines,4
Vietnam,2003,Kansas,Emporia,3
Vietnam,2003,Kansas,Liberal,1
Vietnam,2003,Kansas,Wichita,1
Vietnam,2003,Kentucky,Bowling Green,6
Vietnam,2003,Louisiana,Baton Rouge,6
Vietnam,2003,Louisiana,New Orleans,1
Vietnam,2003,Maryland,New Carrollton,3
Vietnam,2003,Maryland,Silver Spring,10
Vietnam,2003,Massachusetts,Chelsea,3
Vietnam,2003,Massachusetts,Dorchester,18
Vietnam,2003,Massachusetts,Everett,1
Vietnam,2003,Massachusetts,Lynn,2
Vietnam,2003,Massachusetts,Malden,3
Vietnam,2003,Massachusetts,Roxbury,2
Vietnam,2003,Massachusetts,Springfield,1
Vietnam,2003,Massachusetts,Worcester,6
Vietnam,2003,Michigan,Dearborn,2
Vietnam,2003,Michigan,Grand Rapids,11
Vietnam,2003,Michigan,Hastings,4
Vietnam,2003,Michigan,Kentwood,10
Vietnam,2003,Michigan,Lansing,8
Vietnam,2003,Minnesota,Austin,4
Vietnam,2003,Minnesota,Maple Grove,1
Vietnam,2003,Minnesota,Saint Cloud,4
Vietnam,2003,Minnesota,Woodbury,3
Vietnam,2003,Missouri,Kansas City,21
Vietnam,2003,Missouri,Saint Louis,4
Vietnam,2003,Nebraska,Lexington,3
Vietnam,2003,Nebraska,Lincoln,8
Vietnam,2003,Nebraska,Omaha,4
Vietnam,2003,New Jersey,Camden,3
Vietnam,2003,New Jersey,Jersey City,2
Vietnam,2003,New Jersey,Mount Royal,3
Vietnam,2003,New Jersey,Pennsauken,3
Vietnam,2003,New Mexico,Albuquerque,2
Vietnam,2003,New York,Albany,1
Vietnam,2003,New York,Bronx,3
Vietnam,2003,New York,Brooklyn,1
Vietnam,2003,New York,Buffalo,14
Vietnam,2003,New York,Endicott,6
Vietnam,2003,New York,Syracuse,12
Vietnam,2003,New York,Utica,6
Vietnam,2003,North Carolina,Charlotte,132
Vietnam,2003,North Carolina,Conover,3
Vietnam,2003,North Carolina,Greensboro,75
Vietnam,2003,North Carolina,High Point,22
Vietnam,2003,North Carolina,New Bern,6
Vietnam,2003,North Carolina,Raleigh,33
Vietnam,2003,Ohio,Youngstown,5
Vietnam,2003,Oklahoma,Oklahoma City,9
Vietnam,2003,Oregon,Portland,9
Vietnam,2003,Pennsylvania,Ambler,6
Vietnam,2003,Pennsylvania,Erie,7
Vietnam,2003,Pennsylvania,Philadelphia,15
Vietnam,2003,Pennsylvania,Pittsburgh,3
Vietnam,2003,Pennsylvania,Scranton,1
Vietnam,2003,South Carolina,Columbia,1
Vietnam,2003,South Carolina,Greer,1
Vietnam,2003,South Carolina,Taylors,9
Vietnam,2003,Tennessee,Murfreesboro,3
Vietnam,2003,Tennessee,Nashville,4
Vietnam,2003,Texas,Amarillo,17
Vietnam,2003,Texas,Arlington,27
Vietnam,2003,Texas,Austin,8
Vietnam,2003,Texas,Dallas,18
Vietnam,2003,Texas,Fort Worth,6
Vietnam,2003,Texas,Grand Prairie,2
Vietnam,2003,Texas,Houston,50
Vietnam,2003,Texas,Irving,3
Vietnam,2003,Texas,Katy,2
Vietnam,2003,Texas,Plano,1
Vietnam,2003,Texas,San Antonio,7
Vietnam,2003,Utah,Salt Lake City,7
Vietnam,2003,Utah,West Valley City,7
Vietnam,2003,Virginia,Alexandria,7
Vietnam,2003,Virginia,Arlington,4
Vietnam,2003,Virginia,Falls Church,14
Vietnam,2003,Virginia,Manassas,2
Vietnam,2003,Washington,Bellevue,4
Vietnam,2003,Washington,Burien,4
Vietnam,2003,Washington,Everett,2
Vietnam,2003,Washington,Kennewick,1
Vietnam,2003,Washington,Pasco,5
Vietnam,2003,Washington,Renton,3
Vietnam,2003,Washington,Seattle,25
Vietnam,2003,Washington,Tacoma,12
Vietnam,2003,Wisconsin,Eau Claire,2
Yemen (Sanaa),2003,North Carolina,Greensboro,1
Yugoslavia,2003,Connecticut,Waterbury,1
Yugoslavia,2003,Florida,Jacksonville,4
Yugoslavia,2003,Kentucky,Lexington,3
Yugoslavia,2003,New Hampshire,Manchester,2
Yugoslavia,2003,New York,Rochester,5
Yugoslavia,2003,New York,Syracuse,5
Yugoslavia,2003,New York,Yonkers,5
Yugoslavia,2003,North Dakota,Fargo,10
Bosnia and Herzegovina,2004,Alabama,Mobile,1
Burundi,2004,Alabama,Mobile,3
Cuba,2004,Alabama,Mobile,23
Iran,2004,Alabama,Birmingham,2
Iran,2004,Alabama,Mobile,2
Liberia,2004,Alabama,Mobile,21
Somalia,2004,Alabama,Mobile,20
Sudan,2004,Alabama,Mobile,3
Ukraine,2004,Alabama,Huntsville,3
Vietnam,2004,Alabama,Tuscaloosa,4
Burma,2004,Alaska,Phoenix,1
Laos,2004,Alaska,Anchorage,27
Russia,2004,Alaska,Delta Junction,3
Ukraine,2004,Alaska,Anchorage,5
Ukraine,2004,Alaska,Wasilla,10
Uzbekistan,2004,Alaska,Delta Junction,10
Afghanistan,2004,Arizona,Glendale,3
Afghanistan,2004,Arizona,Phoenix,28
Afghanistan,2004,Arizona,Tucson,21
Angola,2004,Arizona,Phoenix,2
Azerbaijan,2004,Arizona,Scottsdale,2
Azerbaijan,2004,Arizona,Tucson,1
Belarus,2004,Arizona,Tucson,5
Bosnia and Herzegovina,2004,Arizona,Phoenix,12
Burma,2004,Arizona,Phoenix,42
Burma,2004,Arizona,Tucson,11
Burundi,2004,Arizona,Peoria,9
Burundi,2004,Arizona,Phoenix,16
Burundi,2004,Arizona,Tucson,5
Central African Republic,2004,Arizona,Phoenix,4
Colombia,2004,Arizona,Phoenix,56
Congo,2004,Arizona,Phoenix,7
Croatia,2004,Arizona,Phoenix,8
Cuba,2004,Arizona,Chandler,1
Cuba,2004,Arizona,Glendale,1
Cuba,2004,Arizona,Phoenix,135
Cuba,2004,Arizona,Tucson,11
Dem. Rep. Congo,2004,Arizona,Phoenix,64
Dem. Rep. Congo,2004,Arizona,Tucson,1
Eritrea,2004,Arizona,Tucson,1
Ethiopia,2004,Arizona,Phoenix,31
Ethiopia,2004,Arizona,Tucson,9
Georgia,2004,Arizona,Tucson,3
Iran,2004,Arizona,Buckeye,1
Iran,2004,Arizona,Mesa,7
Iran,2004,Arizona,Phoenix,24
Iran,2004,Arizona,Scottsdale,10
Iran,2004,Arizona,Tucson,10
Iran,2004,Arizona,Wickenburg,1
Iraq,2004,Arizona,Glendale,4
Iraq,2004,Arizona,Phoenix,1
Kenya,2004,Arizona,Phoenix,1
Liberia,2004,Arizona,Glendale,9
Liberia,2004,Arizona,Phoenix,356
Liberia,2004,Arizona,Scottsdale,2
Liberia,2004,Arizona,Tucson,107
Nigeria,2004,Arizona,Phoenix,9
Russia,2004,Arizona,Phoenix,4
Russia,2004,Arizona,Tucson,2
Rwanda,2004,Arizona,Glendale,3
Rwanda,2004,Arizona,Phoenix,2
Serbia,2004,Arizona,Phoenix,4
Sierra Leone,2004,Arizona,Glendale,3
Sierra Leone,2004,Arizona,Phoenix,29
Somalia,2004,Arizona,Gilbert,8
Somalia,2004,Arizona,Paradise Valley,4
Somalia,2004,Arizona,Phoenix,431
Somalia,2004,Arizona,Scottsdale,15
Somalia,2004,Arizona,Tempe,4
Somalia,2004,Arizona,Tucson,319
Sudan,2004,Arizona,Glendale,20
Sudan,2004,Arizona,Phoenix,133
Sudan,2004,Arizona,Scottsdale,4
Sudan,2004,Arizona,Tucson,56
Togo,2004,Arizona,Phoenix,1
Vietnam,2004,Arizona,Mesa,4
Vietnam,2004,Arizona,Phoenix,6
Vietnam,2004,Arizona,Tucson,2
Yemen,2004,Arizona,Phoenix,5
Burundi,2004,Arkansas,Phoenix,5
Laos,2004,Arkansas,Magazine,13
Laos,2004,Arkansas,Siloam Springs,12
Vietnam,2004,Arkansas,Fort Smith,1
Afghanistan,2004,California,Alameda,3
Afghanistan,2004,California,Burbank,4
Afghanistan,2004,California,Claremont,1
Afghanistan,2004,California,Concord,4
Afghanistan,2004,California,Dublin,3
Afghanistan,2004,California,El Cajon,13
Afghanistan,2004,California,Elk Grove,1
Afghanistan,2004,California,Fremont,11
Afghanistan,2004,California,Garden Grove,1
Afghanistan,2004,California,Morgan Hill,1
Afghanistan,2004,California,Reseda,4
Afghanistan,2004,California,Sacramento,1
Afghanistan,2004,California,San Bruno,1
Afghanistan,2004,California,San Diego,22
Afghanistan,2004,California,San Jose,15
Afghanistan,2004,California,Tracy,1
Afghanistan,2004,California,Upland,2
Afghanistan,2004,California,West Sacramento,13
Armenia,2004,California,Fair Oaks,4
Armenia,2004,California,Los Angeles,4
Armenia,2004,California,North Highlands,3
Armenia,2004,California,North Hollywood,15
Armenia,2004,California,Rancho Cordova,5
Armenia,2004,California,Rio Linda,5
Armenia,2004,California,Sacramento,32
Azerbaijan,2004,California,Burbank,4
Azerbaijan,2004,California,Castro Valley,2
Azerbaijan,2004,California,Glendale,5
Azerbaijan,2004,California,Los Angeles,19
Azerbaijan,2004,California,North Hollywood,3
Azerbaijan,2004,California,San Diego,19
Azerbaijan,2004,California,San Francisco,2
Azerbaijan,2004,California,San Rafael,1
Azerbaijan,2004,California,Sherman Oaks,3
Azerbaijan,2004,California,Van Nuys,4
Azerbaijan,2004,California,West Covina,2
Belarus,2004,California,Antelope,14
Belarus,2004,California,Carmichael,10
Belarus,2004,California,Citrus Heights,10
Belarus,2004,California,Fair Oaks,13
Belarus,2004,California,North Highlands,2
Belarus,2004,California,Rancho Cordova,8
Belarus,2004,California,Sacramento,31
Belarus,2004,California,San Clemente,1
Belarus,2004,California,San Francisco,3
Belarus,2004,California,San Jose,1
Belarus,2004,California,Sausalito,1
Bosnia and Herzegovina,2004,California,Concord,4
Bosnia and Herzegovina,2004,California,San Jose,2
